official_time,place_overall,net_time,contry_citizenship,display_name,gender,gender_result,division_result,year,division,age_graded_time,age,city,state,seconds,residence,pace,overall,first_name,last_name,bib,name,country_residence,name_suffix,5k,10k,15k,20k,half,25k,30k,35k,40k,projected_time
2:27:54,64.0,,,Austin D Hendrix,M,56.0,51.0,2015.0,,,25.0,Chicago,IL,8874.0,,0:05:39,65.0,Austin D,Hendrix,107,"Hendrix, Austin D",USA,,0:16:51,0:33:35,0:50:39,1:07:49,1:11:31,1:24:57,1:42:19,2:00:02,2:18:59,-
2:27:57,65.0,,,Philip J Shaw,M,57.0,52.0,2015.0,,,30.0,Manchester,NH,8877.0,,0:05:39,66.0,Philip J,Shaw,221,"Shaw, Philip J",USA,,0:17:16,0:34:29,0:52:00,1:09:34,1:13:19,1:26:59,1:44:51,2:02:53,2:20:23,-
2:28:10,66.0,,,John Hinkle,M,58.0,53.0,2015.0,,,28.0,Philadelphia,PA,8890.0,,0:05:40,67.0,John,Hinkle,462,"Hinkle, John",USA,,0:16:52,0:34:06,0:51:26,1:08:47,1:12:36,1:26:14,1:44:08,2:02:18,2:20:20,-
2:28:14,67.0,,,Alexander Varner,M,59.0,54.0,2015.0,,,29.0,San Rafael,CA,8894.0,,0:05:40,68.0,Alexander,Varner,170,"Varner, Alexander",USA,,0:17:38,0:35:03,0:52:41,1:10:15,1:14:05,1:28:23,1:46:00,2:03:27,2:20:41,-
2:28:17,68.0,,,Jaime Julia,M,60.0,55.0,2015.0,,,30.0,Albany,NY,8897.0,,0:05:40,69.0,Jaime,Julia,174,"Julia, Jaime",USA,,0:16:52,0:33:36,0:50:40,1:07:50,1:11:33,1:24:59,1:42:28,2:00:59,2:19:33,-
2:28:18,69.0,,,Vajin L. Armstrong,M,61.0,56.0,2015.0,,,34.0,Christchurch,,8898.0,,0:05:40,70.0,Vajin L.,Armstrong,203,"Armstrong, Vajin L.",NZL,,0:16:50,0:33:36,0:50:40,1:07:50,1:11:33,1:24:59,1:42:58,2:01:35,2:19:57,-
2:28:23,70.0,,,Craig A. Segal,M,62.0,57.0,2015.0,,,30.0,Colts Neck,NJ,8903.0,,0:05:40,71.0,Craig A.,Segal,118,"Segal, Craig A.",USA,,0:17:18,0:34:45,0:52:14,1:09:41,1:13:32,1:27:08,1:44:57,2:02:57,2:20:41,-
2:28:29,71.0,,,Kevin Hoyt,M,63.0,58.0,2015.0,,,24.0,Newtown,CT,8909.0,,0:05:40,72.0,Kevin,Hoyt,565,"Hoyt, Kevin",USA,,0:17:12,0:34:16,0:51:28,1:08:57,1:12:46,1:26:23,1:44:18,2:02:27,2:20:23,-
2:28:33,72.0,,,Brandon J Cushman,M,64.0,59.0,2015.0,,,24.0,Saginaw,MI,8913.0,,0:05:40,73.0,Brandon J,Cushman,146,"Cushman, Brandon J",USA,,0:17:21,0:34:34,0:52:04,1:09:38,1:13:24,1:27:03,1:44:56,2:02:58,2:20:44,-
2:28:44,73.0,,,Blue Benadum,M,65.0,60.0,2015.0,,,35.0,Los Angeles,CA,8924.0,,0:05:41,74.0,Blue,Benadum,47,"Benadum, Blue",USA,,0:16:42,0:33:31,0:50:30,1:07:54,1:11:38,1:25:06,1:43:01,2:01:59,2:20:34,-
2:29:16,75.0,,FRA,Thomas Briot,M,66.0,61.0,2015.0,,,33.0,Montreal,QC,8956.0,,0:05:42,76.0,Thomas,Briot,193,"Briot, Thomas",CAN,,0:17:02,0:34:16,0:51:32,1:09:01,1:12:50,1:26:27,1:44:22,2:02:58,2:21:11,-
2:29:20,76.0,,,Zachary Ornelas,M,67.0,62.0,2015.0,,,23.0,Ann Arbor,MI,8960.0,,0:05:42,77.0,Zachary,Ornelas,37,"Ornelas, Zachary",USA,,0:15:53,0:32:19,0:48:45,1:05:45,1:09:26,1:23:03,1:40:48,1:59:19,2:19:29,-
2:29:27,78.0,,,Thomas G. Clifford,M,68.0,63.0,2015.0,,,31.0,Wilmington,NC,8967.0,,0:05:43,79.0,Thomas G.,Clifford,148,"Clifford, Thomas G.",USA,,0:17:50,0:35:28,0:53:09,1:10:52,1:14:40,1:27:57,1:45:15,2:02:58,2:20:54,-
2:29:37,79.0,,,Joseph Darda,M,69.0,64.0,2015.0,,,27.0,Willimantic,CT,8977.0,,0:05:43,80.0,Joseph,Darda,166,"Darda, Joseph",USA,,0:17:16,0:34:56,0:52:29,1:10:19,1:14:08,1:27:53,1:45:51,2:04:02,2:21:49,-
2:29:38,80.0,,,Zachary Meineke,M,70.0,65.0,2015.0,,,27.0,Wauwatosa,WI,8978.0,,0:05:43,81.0,Zachary,Meineke,154,"Meineke, Zachary",USA,,0:17:11,0:34:10,0:51:22,1:08:34,1:12:19,1:25:39,1:43:18,2:01:56,2:20:59,-
2:29:42,81.0,,,Damon Valenzona,M,71.0,66.0,2015.0,,,28.0,San Diego,CA,8982.0,,0:05:43,82.0,Damon,Valenzona,208,"Valenzona, Damon",USA,,0:17:22,0:35:02,0:52:54,1:10:28,1:14:15,1:27:57,1:45:57,2:04:09,2:21:56,-
2:29:45,82.0,,,David Saunders,M,72.0,67.0,2015.0,,,30.0,New York,NY,8985.0,,0:05:43,83.0,David,Saunders,49,"Saunders, David",USA,,0:16:58,0:34:06,0:51:30,1:09:10,1:12:59,1:26:39,1:45:03,2:04:05,2:22:04,-
2:29:49,83.0,,,Benjamin Mears,M,73.0,68.0,2015.0,,,26.0,Mountain View,CA,8989.0,,0:05:43,84.0,Benjamin,Mears,113,"Mears, Benjamin",USA,,0:16:48,0:33:31,0:50:35,1:07:45,1:11:28,1:24:54,1:43:07,2:02:19,2:21:30,-
2:30:03,84.0,,,Neil Pearson,M,74.0,5.0,2015.0,,,42.0,Leichhardt,,9003.0,,0:05:44,85.0,Neil,Pearson,82,"Pearson, Neil",AUS,,0:16:59,0:34:06,0:51:40,1:09:09,1:12:58,1:26:35,1:44:30,2:02:55,2:21:30,-
2:30:15,85.0,,,Charlie A Hurt,M,75.0,69.0,2015.0,,,31.0,Charlottesville,VA,9015.0,,0:05:44,86.0,Charlie A,Hurt,175,"Hurt, Charlie A",USA,,0:18:05,0:35:30,0:52:52,1:10:24,1:14:12,1:27:38,1:45:29,2:03:50,2:22:05,-
2:30:17,86.0,,,Chip Ohara,M,76.0,70.0,2015.0,,,34.0,Auburn,NY,9017.0,,0:05:44,87.0,Chip,Ohara,101,"Ohara, Chip",USA,,0:17:12,0:34:24,0:51:49,1:09:22,1:13:08,1:26:47,1:44:40,2:03:06,2:21:47,-
2:30:19,87.0,,,Chris Raulli,M,77.0,71.0,2015.0,,,26.0,Syracuse,NY,9019.0,,0:05:44,88.0,Chris,Raulli,172,"Raulli, Chris",USA,,0:17:24,0:35:10,0:52:51,1:10:21,1:14:09,1:27:52,1:45:52,2:04:04,2:21:59,-
2:30:28,88.0,,,Zachary T Bruns,M,78.0,72.0,2015.0,,,29.0,Milwaukee,WI,9028.0,,0:05:45,89.0,Zachary T,Bruns,143,"Bruns, Zachary T",USA,,0:16:59,0:34:00,0:51:22,1:08:51,1:12:41,1:26:17,1:44:13,2:02:45,2:21:26,-
2:30:29,89.0,,,John Ricardi,M,79.0,73.0,2015.0,,,28.0,Seattle,WA,9029.0,,0:05:45,90.0,John,Ricardi,124,"Ricardi, John",USA,,0:17:36,0:35:04,0:52:22,1:10:04,1:13:58,1:27:47,1:45:56,2:04:45,2:22:37,-
2:31:08,90.0,,,Chris Bailey,M,80.0,74.0,2015.0,,,25.0,Charleston,SC,9068.0,,0:05:46,91.0,Chris,Bailey,136,"Bailey, Chris",USA,,0:17:25,0:35:01,0:52:52,1:10:26,1:14:14,1:28:01,1:46:11,2:04:54,2:23:09,-
2:31:18,91.0,,,Logan B. Sherman,M,81.0,75.0,2015.0,,,29.0,Dallas,TX,9078.0,,0:05:47,92.0,Logan B.,Sherman,395,"Sherman, Logan B.",USA,,0:17:45,0:35:21,0:53:01,1:10:58,1:14:53,1:28:57,1:47:19,2:05:45,2:23:43,-
2:31:23,92.0,,,Bryan Morton,M,82.0,76.0,2015.0,,,32.0,Austin,TX,9083.0,,0:05:47,93.0,Bryan,Morton,195,"Morton, Bryan",USA,,0:17:39,0:35:17,0:52:49,1:10:17,1:14:02,1:27:34,1:45:17,2:03:30,2:22:31,-
2:31:34,93.0,,,Michael Capriolo,M,83.0,77.0,2015.0,,,31.0,Akron,OH,9094.0,,0:05:47,94.0,Michael,Capriolo,46,"Capriolo, Michael",USA,,0:16:33,0:33:35,0:51:02,1:08:42,1:12:34,1:26:29,1:44:58,2:04:15,2:23:18,-
2:31:38,94.0,,,Michael French,M,84.0,78.0,2015.0,,,36.0,Chesapeake,VA,9098.0,,0:05:47,95.0,Michael,French,1007,"French, Michael",USA,,0:17:59,0:35:28,0:53:13,1:10:59,1:14:52,1:28:44,1:46:54,2:05:21,2:23:49,-
2:31:57,95.0,,,Jonathan E. Baker,M,85.0,79.0,2015.0,,,31.0,Cambridge,MA,9117.0,,0:05:48,96.0,Jonathan E.,Baker,109,"Baker, Jonathan E.",USA,,0:17:17,0:34:38,0:52:19,1:10:20,1:14:09,1:27:50,1:45:52,2:04:29,2:23:27,-
2:31:59,96.0,,,J A Penny,M,86.0,80.0,2015.0,,,27.0,Johnson City,TN,9119.0,,0:05:48,97.0,J A,Penny,268,"Penny, J A",USA,,0:18:20,0:36:23,0:54:22,1:12:20,1:16:11,1:29:55,1:47:40,2:05:44,2:23:43,-
2:32:01,97.0,,,Nicholas R. Caprario,M,87.0,81.0,2015.0,,,26.0,Kansas City,MO,9121.0,,0:05:48,98.0,Nicholas R.,Caprario,156,"Caprario, Nicholas R.",USA,,0:18:35,0:35:46,0:53:32,1:11:18,1:15:11,1:29:01,1:47:14,2:05:52,2:24:08,-
2:32:02,98.0,,,Bert Jacoby,M,88.0,82.0,2015.0,,,32.0,Charlottesville,VA,9122.0,,0:05:48,99.0,Bert,Jacoby,410,"Jacoby, Bert",USA,,0:18:05,0:35:29,0:52:52,1:10:20,1:14:06,1:27:37,1:45:20,2:03:48,2:23:09,-
2:32:05,99.0,,,Cameron Ausen,M,89.0,83.0,2015.0,,,32.0,Milwaukee,WI,9125.0,,0:05:49,100.0,Cameron,Ausen,381,"Ausen, Cameron",USA,,0:18:08,0:36:03,0:53:55,1:11:51,1:15:47,1:29:51,1:48:06,2:06:25,2:24:23,-
2:32:06,100.0,,,Wesley C. Turner,M,90.0,84.0,2015.0,,,28.0,Danville,VA,9126.0,,0:05:49,101.0,Wesley C.,Turner,182,"Turner, Wesley C.",USA,,0:17:41,0:35:17,0:52:58,1:10:58,1:14:51,1:28:55,1:47:19,2:05:57,2:24:12,-
2:32:06,101.0,,,Thomas A Petersen,M,91.0,85.0,2015.0,,,26.0,Cambridge,MA,9126.0,,0:05:49,102.0,Thomas A,Petersen,433,"Petersen, Thomas A",USA,,0:18:03,0:35:49,0:53:44,1:11:53,1:15:48,1:29:48,1:48:05,2:06:33,2:24:28,-
2:32:07,102.0,,,Anthony J. Sobrilsky,M,92.0,86.0,2015.0,,,27.0,Flagstaff,AZ,9127.0,,0:05:49,103.0,Anthony J.,Sobrilsky,464,"Sobrilsky, Anthony J.",USA,,0:17:41,0:35:23,0:53:06,1:11:07,1:15:01,1:29:04,1:47:27,2:06:06,2:24:23,-
2:32:09,103.0,,,C Fred Joslyn,M,93.0,87.0,2015.0,,,31.0,East Syracuse,NY,9129.0,,0:05:49,104.0,C Fred,Joslyn,42,"Joslyn, C Fred",USA,,0:17:35,0:35:30,0:53:36,1:11:14,1:15:08,1:29:09,1:47:07,2:05:58,2:24:27,-
2:32:15,104.0,,,Jesus Sr. Campos,M,94.0,88.0,2015.0,,,30.0,Fresno,CA,9135.0,,0:05:49,105.0,Jesus Sr.,Campos,104,"Campos, Jesus Sr.",USA,,0:17:24,0:34:41,0:52:22,1:10:24,1:14:12,1:27:58,1:46:12,2:05:49,2:24:23,-
2:32:22,105.0,,,Mario Jr. Fraioli,M,95.0,89.0,2015.0,,,32.0,San Mateo,CA,9142.0,,0:05:49,106.0,Mario Jr.,Fraioli,204,"Fraioli, Mario Jr.",USA,,0:17:39,0:35:19,0:53:01,1:10:58,1:14:53,1:28:58,1:47:20,2:05:59,2:24:15,-
2:32:24,106.0,,,Patrick H. Hearn,M,96.0,90.0,2015.0,,,24.0,Mount Pleasant,SC,9144.0,,0:05:49,107.0,Patrick H.,Hearn,237,"Hearn, Patrick H.",USA,,0:17:05,0:34:45,0:52:44,1:10:45,1:14:38,1:28:53,1:47:28,2:06:06,2:24:22,-
2:32:33,107.0,,COL,Johann A Salazar,M,97.0,6.0,2015.0,,,40.0,Quebec,QC,9153.0,,0:05:50,108.0,Johann A,Salazar,153,"Salazar, Johann A",CAN,,0:17:55,0:35:26,0:53:04,1:11:04,1:14:59,1:29:03,1:47:26,2:06:05,2:24:21,-
2:32:33,108.0,,,Dale Hunter,M,98.0,91.0,2015.0,,,35.0,Seattle,WA,9153.0,,0:05:50,109.0,Dale,Hunter,183,"Hunter, Dale",USA,,0:17:39,0:35:21,0:53:08,1:10:51,1:14:41,1:28:44,1:47:06,2:06:05,2:24:22,-
2:32:36,109.0,,,Brad Mish,M,99.0,92.0,2015.0,,,27.0,Dorchester,MA,9156.0,,0:05:50,110.0,Brad,Mish,982,"Mish, Brad",USA,,0:17:57,0:35:53,0:53:53,1:11:50,1:15:46,1:29:40,1:48:07,2:06:46,2:24:50,-
2:32:39,110.0,,,Mason D. Frank,M,100.0,93.0,2015.0,,,25.0,Bloomington,MN,9159.0,,0:05:50,111.0,Mason D.,Frank,116,"Frank, Mason D.",USA,,0:16:27,0:33:07,0:49:54,1:07:21,1:11:06,1:24:37,1:42:47,2:02:50,2:23:38,-
2:12:45,1.0,,,Lemi Berhanu Hayle,M,1,1,2016.0,,,21,Addis Ababa,,7965.0,,0:05:04,1,Lemi Berhanu,Hayle,5,"Hayle, Lemi Berhanu",ETH,,0:15:47,0:31:20,0:47:07,1:03:14,1:06:45,1:19:15,1:34:17,1:50:24,2:05:59,2:12:45
2:13:32,2.0,,,Lelisa Desisa,M,2,2,2016.0,,,26,Ambo,,8012.0,,0:05:06,2,Lelisa,Desisa,1,"Desisa, Lelisa",ETH,,0:15:47,0:31:21,0:47:08,1:03:14,1:06:46,1:19:15,1:34:17,1:50:24,2:05:59,2:13:32
2:14:02,3.0,,,Yemane Adhane Tsegay,M,3,3,2016.0,,,31,Addis Ababa,,8042.0,,0:05:07,3,Yemane Adhane,Tsegay,6,"Tsegay, Yemane Adhane",ETH,,0:15:46,0:31:20,0:47:07,1:03:13,1:06:44,1:19:15,1:34:45,1:50:48,2:06:47,2:14:02
2:14:05,4.0,,,Wesley Korir,M,4,4,2016.0,,,33,Kitale,,8045.0,,0:05:07,4,Wesley,Korir,11,"Korir, Wesley",KEN,,0:15:46,0:31:21,0:47:07,1:03:14,1:06:46,1:19:16,1:34:45,1:50:48,2:06:47,2:14:05
2:15:45,5.0,,,Paul Lonyangata,M,5,5,2016.0,,,23,Eldoret,,8145.0,,0:05:11,5,Paul,Lonyangata,14,"Lonyangata, Paul",KEN,,0:15:46,0:31:21,0:47:08,1:03:14,1:06:46,1:19:18,1:34:46,1:51:30,2:08:11,2:15:45
2:16:43,6.0,,,Sammy Kitwara,M,6,6,2016.0,,,29,Eldoret,,8203.0,,0:05:13,6,Sammy,Kitwara,3,"Kitwara, Sammy",KEN,,0:15:46,0:31:21,0:47:08,1:03:14,1:06:46,1:19:17,1:35:03,1:52:19,2:09:07,2:16:43
2:16:52,7.0,,,Stephen Chebogut,M,7,7,2016.0,,,31,Eldoret,,8212.0,,0:05:14,7,Stephen,Chebogut,9,"Chebogut, Stephen",KEN,,0:15:47,0:31:21,0:47:07,1:03:14,1:06:47,1:19:26,1:34:45,1:50:49,2:08:12,2:16:52
2:18:05,8.0,,,Abdi Nageeye,M,8,8,2016.0,,,27,Nijmegen,,8285.0,,0:05:16,8,Abdi,Nageeye,17,"Nageeye, Abdi",NED,,0:15:47,0:31:21,0:47:08,1:03:15,1:06:47,1:19:16,1:34:52,1:51:24,2:08:38,2:18:05
2:18:46,9.0,,,Getu Feleke,M,9,9,2016.0,,,29,Addis Ababa,,8326.0,,0:05:18,9,Getu,Feleke,7,"Feleke, Getu",ETH,,0:15:46,0:31:20,0:47:07,1:03:13,1:06:45,1:19:17,1:35:39,1:53:52,2:10:57,2:18:46
2:21:37,10.0,,,Zachary Hine,M,10,10,2016.0,,,28,Dallas,TX,8497.0,,0:05:25,10,Zachary,Hine,43,"Hine, Zachary",USA,,0:16:03,0:32:08,0:48:14,1:04:25,1:07:57,1:20:38,1:37:26,1:54:46,2:12:47,2:21:37
2:22:02,11.0,,,Cutbert Nyasango,M,11,11,2016.0,,,33,Harare,,8522.0,,0:05:26,11,Cutbert,Nyasango,16,"Nyasango, Cutbert",ZIM,,0:15:47,0:31:21,0:47:08,1:03:14,1:06:47,1:19:17,1:35:09,1:53:10,2:11:48,2:22:02
2:22:21,12.0,,,Tsegaye Mekonnen,M,12,12,2016.0,,,20,Addis Ababa,,8541.0,,0:05:26,12,Tsegaye,Mekonnen,4,"Mekonnen, Tsegaye",ETH,,0:15:46,0:31:20,0:47:07,1:03:14,1:06:45,1:19:15,1:35:16,1:54:39,2:14:23,2:22:21
2:22:22,13.0,,,Ian Burrell,M,13,13,2016.0,,,31,Colorado Springs,CO,8542.0,,0:05:26,13,Ian,Burrell,21,"Burrell, Ian",USA,,0:15:54,0:31:47,0:47:53,1:04:44,1:08:24,1:21:45,1:39:24,1:57:02,2:14:39,2:22:22
2:24:44,14.0,,,Jackson Kiprop,M,14,14,2016.0,,,29,Kapchorwa,,8684.0,,0:05:32,14,Jackson,Kiprop,15,"Kiprop, Jackson",UGA,,0:15:46,0:31:20,0:47:06,1:03:13,1:06:45,1:19:15,1:35:08,1:53:44,2:14:33,2:24:44
2:24:46,15.0,,UGA,Harbert Okuti,M,15,15,2016.0,,,30,New Paltz,NY,8686.0,,0:05:32,15,Harbert,Okuti,27,"Okuti, Harbert",USA,,0:15:53,0:32:00,0:48:23,1:05:11,1:08:48,1:22:16,1:39:45,1:57:52,2:16:22,2:24:46
2:24:54,16.0,,,Solonei Da Silva,M,16,16,2016.0,,,34,"Penapolis, Sao Paulo",,8694.0,,0:05:32,16,Solonei,Da Silva,19,"Da Silva, Solonei",BRA,,0:15:46,0:31:20,0:47:08,1:03:14,1:06:47,1:20:06,1:37:44,1:57:06,2:16:29,2:24:54
2:24:55,17.0,,,Clint Wells,M,17,1,2016.0,,,40,Boulder,CO,8695.0,,0:05:32,17,Clint,Wells,79,"Wells, Clint",USA,,0:16:26,0:32:52,0:49:30,1:06:29,1:10:15,1:23:42,1:41:18,1:59:16,2:16:51,2:24:55
2:25:31,18.0,,,Norio Kamijo,M,18,17,2016.0,,,32,Tokyo,,8731.0,,0:05:33,18,Norio,Kamijo,30,"Kamijo, Norio",JPN,,0:15:47,0:31:22,0:47:08,1:03:15,1:06:47,1:19:38,1:37:40,1:57:07,2:17:06,2:25:31
2:26:24,19.0,,,Shingo Igarashi,M,19,18,2016.0,,,30,Tokyo,,8784.0,,0:05:36,19,Shingo,Igarashi,23,"Igarashi, Shingo",JPN,,0:16:56,0:31:40,0:48:46,1:06:02,1:09:42,1:23:20,1:41:32,2:00:15,2:18:19,2:26:24
2:27:02,20.0,,,Michael Kipyego,M,20,19,2016.0,,,32,Eldoret,,8822.0,,0:05:37,20,Michael,Kipyego,12,"Kipyego, Michael",KEN,,0:15:47,0:31:21,0:47:08,1:03:14,1:06:47,1:19:41,1:37:25,1:57:39,2:17:51,2:27:02
2:27:07,21.0,,,Andy Williams,M,21,20,2016.0,,,28,Wolcottville,IN,8827.0,,0:05:37,21,Andy,Williams,38,"Williams, Andy",USA,,0:16:21,0:33:03,0:50:17,1:07:54,1:11:40,1:25:23,1:43:23,2:01:45,2:19:24,2:27:07
2:27:41,22.0,,,Said Sr. Boudalia,M,22,1,2016.0,,,48,Belluno,,8861.0,,0:05:38,22,Said Sr.,Boudalia,75,"Boudalia, Said Sr.",ITA,,0:16:21,0:32:51,0:49:30,1:06:50,1:10:45,1:24:23,1:42:36,2:01:10,2:19:33,2:27:41
2:27:48,23.0,,,Joseph K Carpenter,M,23,21,2016.0,,,26,Cambridge,MA,8868.0,,0:05:39,23,Joseph K,Carpenter,103,"Carpenter, Joseph K",USA,,0:17:04,0:34:12,0:51:19,1:08:40,1:12:27,1:25:59,1:43:42,2:01:51,2:19:56,2:27:48
2:27:53,24.0,,,Tyler J. Eustance,M,24,22,2016.0,,,23,Binghamton,NY,8873.0,,0:05:39,24,Tyler J.,Eustance,104,"Eustance, Tyler J.",USA,,0:16:46,0:33:39,0:50:56,1:08:18,1:12:02,1:25:34,1:43:37,2:02:00,2:19:59,2:27:53
2:28:14,25.0,,CRC,Alvaro Sanabria,M,25,23,2016.0,,,26,Kearney,NE,8894.0,,0:05:40,25,Alvaro,Sanabria,976,"Sanabria, Alvaro",USA,,0:15:51,0:31:58,0:48:20,1:05:07,1:08:42,1:21:41,1:39:27,1:59:13,2:19:14,2:28:14
2:28:26,26.0,,,Jorge Maravilla,M,26,24,2016.0,,,38,Mill Valley,CA,8906.0,,0:05:40,26,Jorge,Maravilla,119,"Maravilla, Jorge",USA,,0:17:12,0:34:19,0:51:26,1:08:48,1:12:34,1:26:06,1:43:49,2:02:04,2:20:27,2:28:26
2:28:53,27.0,,,Mahoro Ikeda,M,27,25,2016.0,,,29,Tokyo,,8933.0,,0:05:41,27,Mahoro,Ikeda,24,"Ikeda, Mahoro",JPN,,0:16:47,0:32:00,0:48:24,1:05:21,1:09:06,1:22:38,1:40:42,2:00:16,2:20:02,2:28:53
2:29:09,28.0,,,Dylan M Villescas,M,28,26,2016.0,,,24,Las Cruces,NM,8949.0,,0:05:42,28,Dylan M,Villescas,177,"Villescas, Dylan M",USA,,0:17:25,0:34:39,0:51:51,1:09:05,1:12:46,1:26:10,1:44:21,2:03:06,2:21:07,2:29:09
2:29:23,30.0,,,Zachary Ornelas,M,29,27,2016.0,,,24,Ann Arbor,MI,8963.0,,0:05:42,30,Zachary,Ornelas,31,"Ornelas, Zachary",USA,,0:16:42,0:33:18,0:50:17,1:07:37,1:11:26,1:25:02,1:43:07,2:01:38,2:20:35,2:29:23
2:29:32,31.0,,,Peter M Bromka,M,30,28,2016.0,,,34,Portland,OR,8972.0,,0:05:43,31,Peter M,Bromka,249,"Bromka, Peter M",USA,,0:17:16,0:34:40,0:52:21,1:10:05,1:13:54,1:27:36,1:45:22,2:03:28,2:21:20,2:29:32
2:29:51,32.0,,,Craig R. Coon,M,31,29,2016.0,,,28,Malta,NY,8991.0,,0:05:43,32,Craig R.,Coon,121,"Coon, Craig R.",USA,,0:17:36,0:34:45,0:52:06,1:09:31,1:13:15,1:26:48,1:44:43,2:03:13,2:21:26,2:29:51
2:30:22,34.0,,,Brandon T. Wolfe,M,32,30,2016.0,,,24,Pasadena,CA,9022.0,,0:05:45,34,Brandon T.,Wolfe,1221,"Wolfe, Brandon T.",USA,,0:17:23,0:34:54,0:52:18,1:09:47,1:13:38,1:27:31,1:45:45,2:04:14,2:22:23,2:30:22
2:30:27,35.0,,,Robert J. Bond,M,33,31,2016.0,,,27,Brighton,MA,9027.0,,0:05:45,35,Robert J.,Bond,152,"Bond, Robert J.",USA,,0:17:12,0:34:40,0:52:19,1:10:01,1:13:49,1:27:39,1:45:27,2:03:51,2:22:05,2:30:27
2:30:57,37.0,,,Martin Fiz,M,34,1,2016.0,,,53,Vitoria-Gasteiz,,9057.0,,0:05:46,37,Martin,Fiz,84,"Fiz, Martin",ESP,,0:17:01,0:34:20,0:51:28,1:09:27,1:13:20,1:27:22,1:45:53,2:04:39,2:22:44,2:30:57
2:31:14,38.0,,,Patrick Reaves,M,35,32,2016.0,,,31,Portland,OR,9074.0,,0:05:47,38,Patrick,Reaves,277,"Reaves, Patrick",USA,,0:17:12,0:34:55,0:52:17,1:10:00,1:13:50,1:27:32,1:45:20,2:03:44,2:22:24,2:31:14
2:31:16,39.0,,,Alan Ash,M,36,33,2016.0,,,24,Atmore,AL,9076.0,,0:05:47,39,Alan,Ash,217,"Ash, Alan",USA,,0:18:11,0:36:06,0:54:09,1:12:12,1:16:05,1:30:06,1:48:11,2:06:16,2:23:37,2:31:16
2:31:24,40.0,,,David R. Mckay,M,37,34,2016.0,,,29,Washington,DC,9084.0,,0:05:47,40,David R.,Mckay,122,"Mckay, David R.",USA,,0:17:27,0:34:54,0:52:26,1:10:08,1:14:00,1:27:52,1:46:15,2:04:57,2:23:21,2:31:24
2:31:39,41.0,,,Michael Wardian,M,38,2,2016.0,,,42,Arlington,VA,9099.0,,0:05:48,41,Michael,Wardian,78,"Wardian, Michael",USA,,0:16:46,0:33:44,0:51:09,1:08:43,1:12:32,1:26:19,1:44:48,2:03:53,2:22:53,2:31:39
2:31:47,42.0,,JPN,Yuji Wakimoto,M,39,35,2016.0,,,24,Newton,MA,9107.0,,0:05:48,42,Yuji,Wakimoto,820,"Wakimoto, Yuji",USA,,0:17:12,0:34:41,0:52:20,1:10:02,1:13:51,1:27:55,1:46:36,2:05:30,2:23:50,2:31:47
2:32:00,43.0,,,Jonathan Joyce,M,40,36,2016.0,,,25,Hull,MA,9120.0,,0:05:48,43,Jonathan,Joyce,271,"Joyce, Jonathan",USA,,0:17:05,0:34:13,0:51:21,1:09:03,1:12:57,1:27:18,1:46:07,2:05:00,2:23:40,2:32:00
2:32:37,45.0,,,Aliaksandr Leuchanka,M,41,37,2016.0,,,24,Newmarket,NH,9157.0,,0:05:50,45,Aliaksandr,Leuchanka,114,"Leuchanka, Aliaksandr",USA,,0:16:29,0:33:23,0:50:41,1:08:10,1:11:58,1:25:50,1:44:53,2:04:33,2:24:03,2:32:37
2:32:44,46.0,,,Jason M. Ayr,M,42,38,2016.0,,,28,Allston,MA,9164.0,,0:05:50,46,Jason M.,Ayr,102,"Ayr, Jason M.",USA,,0:17:43,0:35:27,0:53:07,1:10:45,1:14:35,1:28:21,1:46:27,2:04:53,2:23:57,-
2:32:45,47.0,,,Ramiro C. Guillen,M,43,39,2016.0,,,33,Goleta,CA,9165.0,,0:05:50,47,Ramiro C.,Guillen,41,"Guillen, Ramiro C.",USA,,0:16:39,0:33:21,0:50:17,1:07:56,1:11:44,1:26:00,1:44:49,2:04:04,2:23:54,2:32:45
2:33:03,48.0,,,Sam Krieg,M,44,40,2016.0,,,39,Pocatello,ID,9183.0,,0:05:51,48,Sam,Krieg,289,"Krieg, Sam",USA,,-,0:34:59,0:52:32,1:10:13,1:14:06,1:27:59,1:46:10,2:05:05,2:24:17,2:33:03
2:33:19,50.0,,,Stephen Vangampleare,M,45,41,2016.0,,,25,Colorado Springs,CO,9199.0,,0:05:51,50,Stephen,Vangampleare,200,"Vangampleare, Stephen",USA,,0:17:43,0:35:33,0:53:16,1:11:10,1:15:01,1:29:08,1:47:31,2:06:06,2:25:27,2:33:19
2:33:23,51.0,,,Alex A. Mauro,M,46,42,2016.0,,,22,Eugene,OR,9203.0,,0:05:52,51,Alex A.,Mauro,266,"Mauro, Alex A.",USA,,0:17:15,0:34:33,0:52:13,1:09:59,1:13:53,1:27:45,1:45:58,2:04:58,2:24:35,2:33:23
2:33:35,52.0,,,Wesley C Turner,M,47,43,2016.0,,,29,Danville,VA,9215.0,,0:05:52,52,Wesley C,Turner,153,"Turner, Wesley C",USA,,0:17:05,0:34:08,0:51:20,1:08:43,1:12:34,1:26:23,1:44:57,2:04:30,2:24:15,2:33:35
